TransactionDate,TransactionID,CustomerID,CustomerName,CustomerSex,CustomerAge,TransactionAmount,transactionType,TransactionBranch_ATMLocation
1/1/2025,0ce5209e-b841-430b-a838-6c5f1c1a6832,1001,Michael Fernandez,Male,10,1899.03,Deposit,"Garden City, NY Main  Branch"
1/1/2025,d7e5a16c-d58e-4076-8f3b-55aedab82d13,1001,Michael Fernandez,Male,10,486.51,Deposit,"Garden City, NY Main  Branch"
1/1/2025,2ba9522a-bd79-456a-b58e-d7186343d204,1001,Michael Fernandez,Male,10,933.28,Deposit,"Bay Shore, NY ATM 2"
1/1/2025,c4c03866-28c0-4957-b3da-9b2c67fb06b2,1001,Michael Fernandez,Male,10,505.55,Deposit,"Bay Shore, NY ATM 2"
1/1/2025,e445c2dd-8644-4560-8102-d9d6efaabab8,1001,Michael Fernandez,Male,10,1887.67,Deposit,Staten Island ATM 1
1/1/2025,ddc3cbcf-72b3-4293-a9fe-ee4732015960,1001,Michael Fernandez,Male,10,1439.16,Withdrawal,"Bay Shore, NY ATM 2"
1/1/2025,4e5033d4-637b-4638-aa37-3ebe0aa42983,1001,Michael Fernandez,Male,10,1360.3,Deposit,NYC 6th Ave 44th St Branch
1/2/2025,056f7f04-c71d-4f2b-b8f2-00ce848565bf,1001,Michael Fernandez,Male,10,387.59,Deposit,Staten Island ATM 1
1/2/2025,b87a7387-e6b9-4d40-a843-1c9aa77d9c43,1001,Michael Fernandez,Male,10,1553.31,Withdrawal,"Bay Shore, NY ATM 2"
1/2/2025,a0f5dc5b-f37b-4199-8247-0ab9f4efa6d3,1001,Michael Fernandez,Male,10,1686.3,Withdrawal,NYC 6th Ave 44th St Branch
1/2/2025,256fb666-050d-40cd-928a-d7e0b59b9f6e,1001,Michael Fernandez,Male,10,936.27,Deposit,"Albany, NY, Main Street Branch 3"
1/2/2025,0b345422-2faf-417c-a1c2-bc2b44a70f62,1001,Michael Fernandez,Male,10,1432.18,Deposit,NYC 6th Ave 44th St Branch
1/2/2025,86f3480a-eb0d-4062-8053-7aa1e905a79c,1001,Michael Fernandez,Male,10,27.25,Deposit,Brooklyn 4th Street Branch 2
1/2/2025,4675f4e1-e869-4532-9dc2-8e3e2010d85c,1001,Michael Fernandez,Male,10,620.7,Deposit,Brooklyn 4th Street Branch 2
1/2/2025,f0eff219-c359-45c6-bea3-bd0e6c8cecf4,1001,Michael Fernandez,Male,10,1641.07,Withdrawal,"Albany, NY, Main Street Branch 3"
1/2/2025,e87a2970-26e7-48a9-b924-0dda6e490f06,1001,Michael Fernandez,Male,10,881.36,Withdrawal,"Garden City, NY Main  Branch"
1/2/2025,b8938bda-8426-47a7-9f09-2aec8a04501a,1001,Michael Fernandez,Male,10,225.43,Deposit,Staten Island ATM 1
1/2/2025,b97ad938-e653-4b77-b6dc-500cbf7d9687,1001,Michael Fernandez,Male,10,1374.85,Deposit,"Garden City, NY Main  Branch"
1/2/2025,cfcade3e-2557-424d-bc4d-3ab995394e2f,1001,Michael Fernandez,Male,10,1453.13,Withdrawal,"Albany, NY, Main Street Branch 3"
1/2/2025,aac0a49f-6781-41ef-8af2-008b92d35a48,1001,Michael Fernandez,Male,10,349.54,Withdrawal,Brooklyn 4th Street Branch 2
1/2/2025,3d45d2f2-89bb-44c5-87e7-ec3c9d0d9d76,1001,Michael Fernandez,Male,10,530.11,Deposit,Staten Island ATM 1
1/2/2025,daaff545-2588-436f-9df3-2ad757706118,1001,Michael Fernandez,Male,10,1541.77,Withdrawal,"Albany, NY, Main Street Branch 3"
1/2/2025,ec8943db-b753-4710-b820-785783340b87,1001,Michael Fernandez,Male,10,727.4,Withdrawal,Staten Island ATM 1
1/2/2025,39687d02-98b8-4ae5-9693-b8cddeac4359,1001,Michael Fernandez,Male,10,449.17,Deposit,"Bay Shore, NY ATM 2"
1/2/2025,44749f01-3a5b-440c-acf0-7c8a0267e8c7,1001,Michael Fernandez,Male,10,2488.46,Deposit,"Bay Shore, NY ATM 2"
1/3/2025,da3e36fd-66dc-4395-a229-dbc34971fbfd,1001,Michael Fernandez,Male,10,244.25,Withdrawal,"Bay Shore, NY ATM 2"
1/3/2025,2bcf69fb-cf92-439c-b7d1-c104d6e6c815,1001,Michael Fernandez,Male,10,1953.87,Withdrawal,NYC 6th Ave 44th St Branch
1/3/2025,07d787e6-a13d-4378-bc1c-c94eee665bd8,1001,Michael Fernandez,Male,10,1199.43,Withdrawal,NYC 6th Ave 44th St Branch
1/3/2025,c2e02179-83a7-4484-999a-7f36fb3acf79,1001,Michael Fernandez,Male,10,2406.37,Deposit,"Bay Shore, NY ATM 2"
1/3/2025,5c5d5c0b-8054-45e3-9364-8106416b1ebc,1001,Michael Fernandez,Male,10,2472.86,Withdrawal,NYC 6th Ave 44th St Branch
1/3/2025,786dec3f-4077-4af9-9d0c-6150c70997dc,1001,Michael Fernandez,Male,10,974.27,Deposit,Brooklyn 4th Street Branch 2
1/3/2025,862f1382-3cd4-41e8-968c-54bdc13e762b,1001,Michael Fernandez,Male,10,514.66,Withdrawal,"Albany, NY, Main Street Branch 3"
1/3/2025,584b6a3d-1aef-4d11-b4b5-f2a53413a823,1001,Michael Fernandez,Male,10,1103.81,Withdrawal,NYC 6th Ave 44th St Branch
1/3/2025,27b6a708-e201-4ba6-a5d4-c8854d3a26b6,1001,Michael Fernandez,Male,10,2084.23,Withdrawal,"Garden City, NY Main  Branch"
1/3/2025,eb51da44-a695-43ff-8d75-804fa6678519,1001,Michael Fernandez,Male,10,2058.68,Deposit,Brooklyn 4th Street Branch 2
1/3/2025,63883f98-f4f6-493e-ab00-04e14ab32634,1001,Michael Fernandez,Male,10,1613.87,Withdrawal,Staten Island ATM 1
1/3/2025,ac39b872-ce0d-4670-9bcb-83854d8009c9,1001,Michael Fernandez,Male,10,962.95,Withdrawal,"Albany, NY, Main Street Branch 3"
1/3/2025,c73fbecb-5e68-4fcc-9680-f2c120fdb9cd,1001,Michael Fernandez,Male,10,984.25,Deposit,Staten Island ATM 1
1/3/2025,258e781b-84c2-4e8b-94bf-f805a9ee4337,1001,Michael Fernandez,Male,10,529.29,Deposit,NYC 6th Ave 44th St Branch
1/3/2025,0fd476bd-aba6-4b1c-844f-44878e4f588d,1001,Michael Fernandez,Male,10,616.69,Withdrawal,NYC 6th Ave 44th St Branch
1/3/2025,c602c07a-d713-4b90-be44-4fe777e01a41,1001,Michael Fernandez,Male,10,1781.94,Withdrawal,Brooklyn 4th Street Branch 2
1/3/2025,72b4e14f-c285-4c68-8684-1145956dc507,1001,Michael Fernandez,Male,10,1198.85,Withdrawal,"Albany, NY, Main Street Branch 3"
1/3/2025,b6a633f1-e0f4-4e28-97be-74323171239a,1001,Michael Fernandez,Male,10,2340.3,Withdrawal,"Garden City, NY Main  Branch"
1/3/2025,7f4d6f32-3faa-4336-9346-1d3f3aeefc2f,1001,Michael Fernandez,Male,10,571.37,Deposit,"Garden City, NY Main  Branch"
1/4/2025,59177f56-c1ea-41f0-8131-bb9be9f07522,1001,Michael Fernandez,Male,10,1515.59,Deposit,"Garden City, NY Main  Branch"
1/4/2025,4cf5ddd9-d935-4b94-a13d-4b6117540b8d,1001,Michael Fernandez,Male,10,283.93,Withdrawal,"Bay Shore, NY ATM 2"
1/4/2025,94c57103-b8f7-4d4a-8171-ea7847011525,1001,Michael Fernandez,Male,10,2337.93,Withdrawal,Brooklyn 4th Street Branch 2
1/4/2025,ada4414b-7282-4978-8c2a-7943e11dd2eb,1001,Michael Fernandez,Male,10,300.98,Deposit,"Garden City, NY Main  Branch"
1/4/2025,ca4c226c-9ed6-4b2d-8c22-76dcc8bd6112,1001,Michael Fernandez,Male,10,1946.41,Withdrawal,"Bay Shore, NY ATM 2"
1/4/2025,d732be49-195a-422a-b774-51d9a065453b,1001,Michael Fernandez,Male,10,287.58,Deposit,"Albany, NY, Main Street Branch 3"
1/4/2025,e1c72efb-16cf-4da4-a2c8-eafc563fd311,1001,Michael Fernandez,Male,10,1329.89,Withdrawal,Staten Island ATM 1
1/4/2025,110c2737-0d3a-44d3-b09c-43f9bbcc745b,1001,Michael Fernandez,Male,10,2195.85,Deposit,"Albany, NY, Main Street Branch 3"
1/4/2025,b84c0cbd-8b57-4503-910b-345dd82735cc,1001,Michael Fernandez,Male,10,108.37,Deposit,"Garden City, NY Main  Branch"
1/4/2025,f60ff51b-3085-417b-9c75-1181819f0c31,1001,Michael Fernandez,Male,10,1061.73,Withdrawal,Brooklyn 4th Street Branch 2
1/4/2025,e713b0ee-47f3-4c65-9d6a-69eb5255f638,1001,Michael Fernandez,Male,10,1215.57,Deposit,"Bay Shore, NY ATM 2"
1/4/2025,ef4afd51-a5e4-4280-a806-12df9103fb63,1001,Michael Fernandez,Male,10,2398.84,Deposit,NYC 6th Ave 44th St Branch
1/4/2025,0147c9e9-3c1e-4def-9fd2-d02267101797,1001,Michael Fernandez,Male,10,75.91,Deposit,"Albany, NY, Main Street Branch 3"
1/4/2025,705e370c-50f1-47fa-b0a5-eb3fc2aa214e,1001,Michael Fernandez,Male,10,340.36,Deposit,Staten Island ATM 1
1/4/2025,3296c16d-c370-4de4-b8c1-4d96c7414dad,1001,Michael Fernandez,Male,10,2174.31,Withdrawal,NYC 6th Ave 44th St Branch
1/4/2025,6996a0dd-fa03-46bf-9348-bc8fdc2c0d30,1001,Michael Fernandez,Male,10,2280.94,Withdrawal,Brooklyn 4th Street Branch 2
1/4/2025,c9db3a91-3eca-4c78-aa4a-8f2523140f63,1001,Michael Fernandez,Male,10,1049.07,Withdrawal,"Bay Shore, NY ATM 2"
1/4/2025,f514d803-0e7c-4713-9799-b57ffcf76ef6,1001,Michael Fernandez,Male,10,1481.75,Deposit,"Bay Shore, NY ATM 2"
1/4/2025,d78d4e37-52d9-4901-9669-18d28a8056d6,1001,Michael Fernandez,Male,10,377.6,Deposit,Staten Island ATM 1
1/4/2025,94126e03-f0ca-4e88-811c-f7439f2f131c,1001,Michael Fernandez,Male,10,1993.55,Deposit,"Albany, NY, Main Street Branch 3"
1/4/2025,9d96707f-9059-4326-8fb4-77a35ad9c5ce,1001,Michael Fernandez,Male,10,1028.86,Withdrawal,NYC 6th Ave 44th St Branch
1/5/2025,66c4c64f-9ecb-4972-9e30-33891ab37211,1001,Michael Fernandez,Male,10,995.28,Deposit,"Bay Shore, NY ATM 2"
1/5/2025,c33707a4-6ce1-404e-abd2-3386fe0eedc0,1001,Michael Fernandez,Male,10,1575.23,Withdrawal,"Bay Shore, NY ATM 2"
1/5/2025,958df1d0-8b6e-466a-ba71-c440e077fc1a,1001,Michael Fernandez,Male,10,1056.39,Withdrawal,"Albany, NY, Main Street Branch 3"
1/5/2025,ffff7d75-8b02-4903-bf09-f76ce84acd55,1001,Michael Fernandez,Male,10,618.99,Deposit,NYC 6th Ave 44th St Branch
1/5/2025,07c330ae-09ea-4478-8560-ac9900225fbd,1001,Michael Fernandez,Male,10,2139.42,Deposit,"Bay Shore, NY ATM 2"
1/5/2025,e23b453c-8f66-4885-8e5c-ad52f901cd34,1001,Michael Fernandez,Male,10,423.7,Withdrawal,Staten Island ATM 1
1/5/2025,a04750bb-d4a5-4cfd-a369-cb2befeaf8f0,1001,Michael Fernandez,Male,10,1156.42,Withdrawal,"Bay Shore, NY ATM 2"
1/5/2025,04b7ba2f-b66b-4989-be25-73aa6725bb91,1001,Michael Fernandez,Male,10,590.1,Withdrawal,Staten Island ATM 1
1/5/2025,6fe0e29f-9e1a-41c0-8fbc-7fd6589dae93,1001,Michael Fernandez,Male,10,2267.02,Deposit,"Bay Shore, NY ATM 2"
1/5/2025,7ba6a323-d6b7-4759-a790-728373014d67,1001,Michael Fernandez,Male,10,196.43,Deposit,"Bay Shore, NY ATM 2"
1/5/2025,43c2eed1-b6cb-4e9c-b12d-cac3e56d674b,1001,Michael Fernandez,Male,10,56.31,Deposit,"Bay Shore, NY ATM 2"
1/5/2025,c898f256-94fe-471e-a42f-a6f7e97182c9,1001,Michael Fernandez,Male,10,2297.33,Withdrawal,"Garden City, NY Main  Branch"
1/5/2025,ff2a1a40-031e-4b25-9f1a-667bbab7a74b,1001,Michael Fernandez,Male,10,1105.03,Withdrawal,"Albany, NY, Main Street Branch 3"
1/5/2025,009ac28e-809b-4d05-bc42-aef5f6f6b5a7,1001,Michael Fernandez,Male,10,1696.69,Withdrawal,"Bay Shore, NY ATM 2"
1/5/2025,84e237fb-2f5a-4410-a708-3c26f1dfe67b,1001,Michael Fernandez,Male,10,1053.11,Withdrawal,"Albany, NY, Main Street Branch 3"
1/5/2025,ee2e4629-cb7a-4297-b556-9ab24204e573,1001,Michael Fernandez,Male,10,1075.27,Withdrawal,NYC 6th Ave 44th St Branch
1/5/2025,6e5b86b7-b5af-4997-a7d9-5d8279440ba9,1001,Michael Fernandez,Male,10,714.82,Deposit,"Bay Shore, NY ATM 2"
1/5/2025,b4ad9179-fc2f-42c4-a718-6c1106b7d25c,1001,Michael Fernandez,Male,10,2124.12,Withdrawal,"Bay Shore, NY ATM 2"
1/1/2025,e8993b2f-25fd-4f57-84b9-33e6731190be,1002,Nicole Schultz MD,Female,38,111.09,Withdrawal,Staten Island ATM 1
1/1/2025,fcaa719a-74a0-472e-8321-1a3688a75b96,1002,Nicole Schultz MD,Female,38,829.77,Withdrawal,NYC 6th Ave 44th St Branch
1/1/2025,6db30707-a8bd-406b-8c6c-b84769a01bc6,1002,Nicole Schultz MD,Female,38,1778.14,Deposit,"Albany, NY, Main Street Branch 3"
1/1/2025,ba073abb-7c96-4d3b-a839-af72bf45305a,1002,Nicole Schultz MD,Female,38,1447.96,Withdrawal,Staten Island ATM 1
1/1/2025,c1e6ff0b-395f-4ff0-bd45-b4614c38dd26,1002,Nicole Schultz MD,Female,38,1839.66,Withdrawal,NYC 6th Ave 44th St Branch
1/1/2025,11390dc8-1234-4ae2-972a-bdacb588536f,1002,Nicole Schultz MD,Female,38,1197.08,Deposit,"Garden City, NY Main  Branch"
1/1/2025,b4f24572-46a8-47d4-ab8d-9f9e8fce37e0,1002,Nicole Schultz MD,Female,38,867.26,Withdrawal,"Garden City, NY Main  Branch"
1/1/2025,aac3f0e1-0db9-44c1-ba80-ffd25157775e,1002,Nicole Schultz MD,Female,38,929.16,Withdrawal,Staten Island ATM 1
1/1/2025,8ab5e404-4db4-45d7-8c3b-9271dbff5ebb,1002,Nicole Schultz MD,Female,38,1624.39,Deposit,"Garden City, NY Main  Branch"
1/1/2025,634edba5-9823-454f-a99f-7fb5f0f4d820,1002,Nicole Schultz MD,Female,38,1446.1,Deposit,Staten Island ATM 1
1/1/2025,55263bf7-9f89-4902-8ee2-da71662febdb,1002,Nicole Schultz MD,Female,38,2127.94,Withdrawal,Brooklyn 4th Street Branch 2
1/1/2025,ed3bbe92-c107-4d14-92ac-0029bb16f7e0,1002,Nicole Schultz MD,Female,38,1607.22,Deposit,"Bay Shore, NY ATM 2"
1/1/2025,5d4bbd47-5f9a-40d3-b8b1-a981f9f08fb7,1002,Nicole Schultz MD,Female,38,1489.07,Withdrawal,"Bay Shore, NY ATM 2"
1/1/2025,d8e9964e-ac29-4673-be8f-f115a2d1faa0,1002,Nicole Schultz MD,Female,38,568.85,Deposit,Brooklyn 4th Street Branch 2
1/1/2025,1cfddb48-15d5-49d6-b307-33fd79ac974b,1002,Nicole Schultz MD,Female,38,1012.11,Deposit,Staten Island ATM 1
1/1/2025,030d1e63-8d65-4ccd-8eef-aa17b5d4a47d,1002,Nicole Schultz MD,Female,38,125,Deposit,Brooklyn 4th Street Branch 2
1/1/2025,deb6723a-bd72-4acc-9b86-90db8a326f31,1002,Nicole Schultz MD,Female,38,1571.79,Withdrawal,"Garden City, NY Main  Branch"
1/1/2025,20c9cc28-6630-4f77-ad4f-54e0294d8778,1002,Nicole Schultz MD,Female,38,353.6,Withdrawal,"Albany, NY, Main Street Branch 3"
1/1/2025,27cc4d1d-d458-46da-9e91-da6eca20add9,1002,Nicole Schultz MD,Female,38,1707.88,Deposit,"Bay Shore, NY ATM 2"
1/1/2025,b0bfe1fb-9fdc-4b61-a82f-8d5e585e65c0,1002,Nicole Schultz MD,Female,38,385.55,Withdrawal,"Garden City, NY Main  Branch"
1/2/2025,96b094f3-1078-4706-8710-7d5c321dd689,1002,Nicole Schultz MD,Female,38,534.59,Withdrawal,NYC 6th Ave 44th St Branch
1/2/2025,d09ca693-9662-45a1-a854-689ce88e07eb,1002,Nicole Schultz MD,Female,38,1417.85,Deposit,Staten Island ATM 1
1/2/2025,2a5dac3d-2551-4235-aa3c-06da1c2d4f2d,1002,Nicole Schultz MD,Female,38,1982.39,Deposit,Staten Island ATM 1
1/2/2025,d41f6c0d-0c7d-40e9-9493-f163a3b9ab34,1002,Nicole Schultz MD,Female,38,464.87,Withdrawal,NYC 6th Ave 44th St Branch
1/2/2025,06b7a88a-cd42-4b23-9170-76aeee315034,1002,Nicole Schultz MD,Female,38,1204.77,Deposit,NYC 6th Ave 44th St Branch
1/2/2025,e5cadd55-50e3-4590-94aa-cf2f5b2cb041,1002,Nicole Schultz MD,Female,38,2338.85,Withdrawal,"Albany, NY, Main Street Branch 3"
1/2/2025,0c0ea133-385f-41e9-8fa7-477e9ba97910,1002,Nicole Schultz MD,Female,38,78.67,Withdrawal,NYC 6th Ave 44th St Branch
1/2/2025,cbecd323-4df7-4fc4-91c2-0bea01a6de6f,1002,Nicole Schultz MD,Female,38,578.68,Withdrawal,"Garden City, NY Main  Branch"
1/2/2025,f3a01f87-41fe-40bf-b2cb-e4393d4dbeb0,1002,Nicole Schultz MD,Female,38,1546.35,Withdrawal,"Garden City, NY Main  Branch"
1/2/2025,ba5d45ce-19f8-480e-bb25-98cdd62422fc,1002,Nicole Schultz MD,Female,38,52.77,Withdrawal,Brooklyn 4th Street Branch 2
1/2/2025,79999dfe-841b-4f2a-b9ae-19f499cae3b5,1002,Nicole Schultz MD,Female,38,1561.51,Deposit,"Bay Shore, NY ATM 2"
1/2/2025,93bdf260-71db-4934-8adf-465caf5ae88b,1002,Nicole Schultz MD,Female,38,896.58,Deposit,"Garden City, NY Main  Branch"
1/2/2025,a85c2def-d1b1-435e-8a05-1a0a5bd99a60,1002,Nicole Schultz MD,Female,38,1830.69,Withdrawal,NYC 6th Ave 44th St Branch
1/2/2025,a2e8ffa7-8a26-4ed9-9a4c-1bae51dfd6df,1002,Nicole Schultz MD,Female,38,799.86,Deposit,NYC 6th Ave 44th St Branch
1/3/2025,90b985f5-1c53-4003-882a-fac412e7b35b,1002,Nicole Schultz MD,Female,38,509.49,Withdrawal,NYC 6th Ave 44th St Branch
1/3/2025,70321008-6893-4b2f-b7c6-4cd163dc2241,1002,Nicole Schultz MD,Female,38,511.42,Deposit,Brooklyn 4th Street Branch 2
1/3/2025,b479698d-edc3-4e7a-9f5c-8e3a239f6851,1002,Nicole Schultz MD,Female,38,1121.7,Withdrawal,NYC 6th Ave 44th St Branch
1/3/2025,45490e04-36b9-4b1b-bdf5-1eddf5b546ff,1002,Nicole Schultz MD,Female,38,2045.3,Deposit,NYC 6th Ave 44th St Branch
1/3/2025,570caac9-18cb-4a3f-97ec-ccb3507a2532,1002,Nicole Schultz MD,Female,38,900.55,Withdrawal,"Albany, NY, Main Street Branch 3"
1/3/2025,65178566-7c93-45a0-9225-b1f88ede9360,1002,Nicole Schultz MD,Female,38,1858.61,Deposit,NYC 6th Ave 44th St Branch
1/3/2025,6c7e6821-9932-438b-869e-b316c458c617,1002,Nicole Schultz MD,Female,38,215.56,Deposit,NYC 6th Ave 44th St Branch
1/3/2025,f5a6095b-399c-4aa1-a733-016df3905408,1002,Nicole Schultz MD,Female,38,1757.5,Withdrawal,"Bay Shore, NY ATM 2"
1/3/2025,5e687977-2f09-4730-9973-d35f42d7c7ef,1002,Nicole Schultz MD,Female,38,1297.4,Withdrawal,"Garden City, NY Main  Branch"
1/3/2025,d59b1e5d-c96e-49a0-b8f8-9f163fa4aae0,1002,Nicole Schultz MD,Female,38,1199.51,Withdrawal,"Bay Shore, NY ATM 2"
1/3/2025,63b0126f-9b36-4003-b4a5-0dab5ace71ec,1002,Nicole Schultz MD,Female,38,825.81,Deposit,Staten Island ATM 1
1/3/2025,03e4d41e-64c0-4efb-abf9-30df6c22e01c,1002,Nicole Schultz MD,Female,38,2410.45,Deposit,"Garden City, NY Main  Branch"
1/3/2025,6763ed2c-c366-48d6-8b7b-cf9e5fd1a1c0,1002,Nicole Schultz MD,Female,38,2328.85,Deposit,"Bay Shore, NY ATM 2"
1/3/2025,0cb0055b-7c21-4a54-8264-032b52066b5b,1002,Nicole Schultz MD,Female,38,849.09,Withdrawal,Staten Island ATM 1
1/3/2025,ba9e94cc-aaa9-4bc6-b6e1-69dee5b96e29,1002,Nicole Schultz MD,Female,38,1789.64,Withdrawal,"Albany, NY, Main Street Branch 3"
1/3/2025,95784112-ae80-478f-a114-87197ed4c57d,1002,Nicole Schultz MD,Female,38,365.34,Deposit,"Albany, NY, Main Street Branch 3"
1/3/2025,134f31f8-66f2-4618-b3bd-d5776d8b34a5,1002,Nicole Schultz MD,Female,38,1362.83,Deposit,Staten Island ATM 1
1/3/2025,5e4b9605-42a5-483d-a377-cdbadce0eae5,1002,Nicole Schultz MD,Female,38,406.11,Withdrawal,Staten Island ATM 1
1/3/2025,a339edcb-8bec-4d71-87ed-0fe6bca58398,1002,Nicole Schultz MD,Female,38,610.91,Deposit,"Albany, NY, Main Street Branch 3"
1/3/2025,2ebe1611-3ec9-427a-bc3b-460c3cbda521,1002,Nicole Schultz MD,Female,38,968.67,Withdrawal,Staten Island ATM 1
1/3/2025,1372f587-b6f8-46c9-b0e7-62593951a513,1002,Nicole Schultz MD,Female,38,1315.35,Withdrawal,"Bay Shore, NY ATM 2"
1/4/2025,3e1bee8a-f7d7-4f9c-9249-f5eab95ad98f,1002,Nicole Schultz MD,Female,38,526.21,Deposit,Staten Island ATM 1
1/4/2025,18e9f0ca-b0a0-43d5-88ca-d7205e025616,1002,Nicole Schultz MD,Female,38,452.84,Withdrawal,Brooklyn 4th Street Branch 2
1/4/2025,b01b3ad6-a199-44cc-8f24-2f291ede71ba,1002,Nicole Schultz MD,Female,38,1206.5,Deposit,Brooklyn 4th Street Branch 2
1/4/2025,d77212cc-e51a-4e30-b39d-f781db9a1a7b,1002,Nicole Schultz MD,Female,38,1120.62,Withdrawal,"Albany, NY, Main Street Branch 3"
1/4/2025,2b4a07c4-bc93-476b-9918-f039ae965913,1002,Nicole Schultz MD,Female,38,2229.77,Withdrawal,"Bay Shore, NY ATM 2"
1/4/2025,56370b1b-16e5-46dd-8096-bc7deff9e444,1002,Nicole Schultz MD,Female,38,2478.18,Deposit,"Bay Shore, NY ATM 2"
1/4/2025,3d212a07-3c1e-4899-8236-46a9d45840f2,1002,Nicole Schultz MD,Female,38,2018.84,Withdrawal,NYC 6th Ave 44th St Branch
1/4/2025,50ac5e83-b767-44e9-8828-1fd4de4c956f,1002,Nicole Schultz MD,Female,38,998.76,Withdrawal,Staten Island ATM 1
1/4/2025,53d4a4a5-1ac1-4508-bf9d-c417e2ec8782,1002,Nicole Schultz MD,Female,38,350.01,Deposit,Brooklyn 4th Street Branch 2
1/4/2025,1d3538fc-f9bf-4426-85a5-76a25ab50eaa,1002,Nicole Schultz MD,Female,38,1749.7,Withdrawal,"Bay Shore, NY ATM 2"
1/4/2025,06628062-7568-4296-83d7-4173c4613d02,1002,Nicole Schultz MD,Female,38,1179.79,Deposit,"Garden City, NY Main  Branch"
1/4/2025,3236b0e4-505a-4da8-b767-36dfbd26852e,1002,Nicole Schultz MD,Female,38,2445.72,Withdrawal,Brooklyn 4th Street Branch 2
1/4/2025,61cd26da-f308-4161-a0e3-7084207634fe,1002,Nicole Schultz MD,Female,38,2009.03,Withdrawal,Brooklyn 4th Street Branch 2
1/4/2025,bed27122-d787-4be5-b206-8d685b5cce7f,1002,Nicole Schultz MD,Female,38,1794.5,Deposit,Brooklyn 4th Street Branch 2
1/4/2025,5d1729aa-0b5c-4db0-9a63-4334ad425a12,1002,Nicole Schultz MD,Female,38,549.38,Deposit,"Garden City, NY Main  Branch"
1/4/2025,d204895f-f84d-4b47-b9b5-0aa64a225007,1002,Nicole Schultz MD,Female,38,1893.87,Withdrawal,NYC 6th Ave 44th St Branch
1/4/2025,e9ed8747-8e7b-4e2b-9584-b748e3772895,1002,Nicole Schultz MD,Female,38,2366.65,Deposit,"Albany, NY, Main Street Branch 3"
1/4/2025,235bc3fa-cdbc-4efa-97b0-2b83b17c66cc,1002,Nicole Schultz MD,Female,38,190.18,Deposit,Brooklyn 4th Street Branch 2
1/4/2025,997691dd-d402-49a4-9928-ea7d6b559959,1002,Nicole Schultz MD,Female,38,1461.4,Withdrawal,NYC 6th Ave 44th St Branch
1/4/2025,d9283ef3-ffd9-4216-93bf-84eaa1863348,1002,Nicole Schultz MD,Female,38,2265.71,Withdrawal,"Garden City, NY Main  Branch"
